Time,Elastic Energy,Bulk free energy,Gradient Energy,Total Energy
4.41454E+13,4.469091397,5.046320846,3.582328923,13.09774117
4.45852E+13,4.46899609,5.046433373,3.582311706,13.09774117
4.54648E+13,4.469091376,5.046320913,3.58232887,13.09774116
4.59046E+13,4.468996081,5.046433369,3.582311713,13.09774116
4.61245E+13,4.469091358,5.046320974,3.582328822,13.09774115
4.62345E+13,4.468996073,5.046433363,3.582311722,13.09774116
4.62894E+13,4.469091342,5.046321028,3.582328779,13.09774115
4.63994E+13,4.468996067,5.046433357,3.582311731,13.09774115
4.64544E+13,4.469091328,5.046321077,3.582328741,13.09774115
4.65643E+13,4.468996061,5.046433349,3.58231174,13.09774115
4.67842E+13,4.469091316,5.046321122,3.582328705,13.09774114
4.7224E+13,4.468996057,5.04643334,3.58231175,13.09774115
4.81036E+13,4.469091304,5.046321162,3.582328674,13.09774114
4.85434E+13,4.468996054,5.046433331,3.58231176,13.09774114
4.9423E+13,4.469091295,5.046321198,3.582328645,13.09774114
4.98629E+13,4.468996051,5.046433322,3.582311769,13.09774114
5.07425E+13,4.469091286,5.046321231,3.582328618,13.09774114
5.11823E+13,4.468996049,5.046433312,3.582311779,13.09774114
5.14022E+13,4.469091278,5.046321261,3.582328594,13.09774113
5.15121E+13,4.468996047,5.046433302,3.582311789,13.09774114
5.15671E+13,4.469091271,5.046321288,3.582328572,13.09774113
5.1677E+13,4.468996046,5.046433293,3.582311798,13.09774114
5.1732E+13,4.469091265,5.046321313,3.582328552,13.09774113
5.17595E+13,4.468996045,5.046433283,3.582311807,13.09774114
5.18145E+13,4.46909126,5.046321335,3.582328534,13.09774113
5.19244E+13,4.468996044,5.046433274,3.582311816,13.09774113
5.19794E+13,4.469091255,5.046321356,3.582328518,13.09774113
5.20894E+13,4.468996044,5.046433265,3.582311824,13.09774113
5.21443E+13,4.469091251,5.046321374,3.582328502,13.09774113
5.22543E+13,4.468996043,5.046433256,3.582311833,13.09774113
5.23093E+13,4.469091247,5.046321392,3.582328488,13.09774113
5.24192E+13,4.468996043,5.046433247,3.58231184,13.09774113
5.26391E+13,4.469091243,5.046321407,3.582328476,13.09774113
5.27491E+13,4.468996044,5.046433239,3.582311848,13.09774113
5.2804E+13,4.46909124,5.046321421,3.582328464,13.09774113
5.2914E+13,4.468996044,5.046433231,3.582311855,13.09774113
5.2969E+13,4.469091237,5.046321435,3.582328453,13.09774113
5.30789E+13,4.468996044,5.046433224,3.582311862,13.09774113
5.31339E+13,4.469091235,5.046321447,3.582328443,13.09774112
5.32439E+13,4.468996044,5.046433216,3.582311868,13.09774113
5.32988E+13,4.469091233,5.046321458,3.582328434,13.09774112
5.34088E+13,4.468996045,5.04643321,3.582311874,13.09774113
5.34638E+13,4.469091231,5.046321468,3.582328426,13.09774112
5.35737E+13,4.468996045,5.046433203,3.58231188,13.09774113
5.36287E+13,4.469091229,5.046321477,3.582328418,13.09774112
5.37386E+13,4.468996046,5.046433197,3.582311885,13.09774113
5.37936E+13,4.469091227,5.046321485,3.582328411,13.09774112
5.39036E+13,4.468996046,5.046433191,3.582311891,13.09774113
5.41235E+13,4.469091226,5.046321493,3.582328405,13.09774112
5.42334E+13,4.468996047,5.046433185,3.582311895,13.09774113
5.44533E+13,4.469091224,5.046321501,3.582328398,13.09774112
5.48931E+13,4.468996047,5.04643318,3.5823119,13.09774113
5.57727E+13,4.469091223,5.046321507,3.582328393,13.09774112
5.62125E+13,4.468996048,5.046433175,3.582311904,13.09774113
5.70921E+13,4.469091222,5.046321513,3.582328388,13.09774112
5.75319E+13,4.468996048,5.046433171,3.582311908,13.09774113
5.77518E+13,4.469091221,5.046321519,3.582328383,13.09774112
5.78618E+13,4.468996048,5.046433166,3.582311912,13.09774113
5.79168E+13,4.46909122,5.046321524,3.582328379,13.09774112
5.80267E+13,4.468996049,5.046433162,3.582311916,13.09774113
5.82466E+13,4.469091219,5.046321529,3.582328375,13.09774112
5.83566E+13,4.468996049,5.046433158,3.582311919,13.09774113
5.85765E+13,4.469091218,5.046321534,3.582328371,13.09774112
5.90163E+13,4.46899605,5.046433155,3.582311922,13.09774113
5.98959E+13,4.469091218,5.046321538,3.582328367,13.09774112
6.03357E+13,4.46899605,5.046433151,3.582311925,13.09774113
6.05556E+13,4.469091217,5.046321542,3.582328364,13.09774112
6.09954E+13,4.468996051,5.046433148,3.582311928,13.09774113
6.12153E+13,4.469091216,5.046321545,3.582328361,13.09774112
6.16551E+13,4.468996051,5.046433145,3.58231193,13.09774113
6.1875E+13,4.469091216,5.046321548,3.582328358,13.09774112
6.23148E+13,4.468996051,5.046433142,3.582311933,13.09774113
6.25347E+13,4.469091215,5.046321551,3.582328356,13.09774112
6.29745E+13,4.468996052,5.04643314,3.582311935,13.09774113
6.38541E+13,4.469091215,5.046321554,3.582328353,13.09774112
6.42939E+13,4.468996052,5.046433137,3.582311937,13.09774113
6.45138E+13,4.469091214,5.046321557,3.582328351,13.09774112
6.49536E+13,4.468996052,5.046433135,3.582311939,13.09774113
6.58333E+13,4.469091214,5.046321559,3.582328349,13.09774112
6.62731E+13,4.468996052,5.046433133,3.582311941,13.09774113
6.6493E+13,4.469091214,5.046321562,3.582328347,13.09774112
6.66029E+13,4.468996053,5.046433131,3.582311943,13.09774113
6.66579E+13,4.469091213,5.046321564,3.582328345,13.09774112
6.67678E+13,4.468996053,5.046433129,3.582311944,13.09774113
6.69877E+13,4.469091213,5.046321566,3.582328344,13.09774112
6.74276E+13,4.468996053,5.046433127,3.582311946,13.09774113
6.83072E+13,4.469091213,5.046321567,3.582328342,13.09774112
6.8747E+13,4.468996053,5.046433125,3.582311947,13.09774113
6.89669E+13,4.469091212,5.046321569,3.582328341,13.09774112
6.90768E+13,4.468996054,5.046433124,3.582311948,13.09774113
